Account_ID,accountCategoryCode,customerTypeCode,industryCode,primaryContactId,accountNumber,name,revenue,stateCode,account_start_dt,Account_end_dt
498,Savings Account,Trusts,9,6063,FR69 3329 1651 36AR VUVE OCUT O06,Terri-jo Duncanson,312201,inactive,12/13/2016,11/5/2024
148,Savings Account,Partnership Firms,6,6091,CZ89 2512 2911 1021 2735 1132,Moses Passey,523326,inactive,6/18/2016,8/18/2022
798,Savings Account,Partnership Firms,5,6045,FR80 4049 7579 59J9 TCSJ YD0H K54,Flory Toffalo,904091,active,4/20/2018,1/20/2023
765,CID,Trusts,4,6009,FR21 4372 9346 894Z GG4M CTUW V25,Sean Dunmore,497325,inactive,3/26/2020,9/21/2025
344,Savings Account,Trusts,4,6031,LT74 2157 4369 4350 1303,Evaleen Caze,503464,active,7/31/2016,11/10/2025
342,CID,Companies,6,6096,FR34 8047 5023 83HG OCDJ EWFT P38,Cherri Crim,227751,active,7/31/2015,3/29/2022
309,Checking Account,Clubs and Associations,5,6089,MR39 4213 3600 4074 4525 1821 015,Minta O'Fihillie,296061,inactive,3/20/2016,12/16/2022
977,Checking Account,Companies,8,6039,AZ98 QVQB QHJH HCMI 2OIO OF0C NDBC,Melloney Barchrameev,855651,inactive,10/11/2020,3/13/2025
518,Checking Account,Partnership Firms,8,6034,IE74 ZMVO 2250 5975 0087 69,Arin Olensby,842149,inactive,10/22/2020,8/1/2026
331,CID,Trusts,6,6023,SE80 5706 7770 9058 5567 0007,Dare Gurnell,659862,active,8/30/2015,1/17/2024
745,Checking Account,Clubs and Associations,4,6086,FR02 9628 3994 55CG RRBU JFBY Y81,Camille Dow,423714,inactive,8/24/2015,4/24/2022
625,Savings Account,Individuals Joint,5,6007,CR34 5328 3582 0707 3088 1,Edeline Wormleighton,831970,active,5/1/2015,9/17/2023
916,Savings Account,Clubs and Associations,6,6019,GL32 9319 7380 9381 91,Philomena O' Driscoll,257475,inactive,2/18/2018,9/22/2025
230,Checking Account,Partnership Firms,4,6045,MU58 ZJQH 7416 9196 0638 9601 888S SS,Launce Jordine,156551,inactive,6/20/2018,1/26/2027
50,Checking Account,Clubs and Associations,9,6047,LB53 7217 J7HX GWST NGB0 QFK6 MGZY,Dulcia Trudgian,298166,active,3/1/2020,1/23/2027
459,Savings Account,Trusts,6,6051,IS65 5564 7864 0566 1657 1877 33,Neddy Rowet,818143,active,4/30/2019,10/28/2023
360,CID,Individuals Joint,5,6063,KZ56 204F IOOQ IGLP S0UW,Amalea Barensen,762917,active,4/19/2020,9/8/2026
435,Savings Account,Limited Liability,6,6064,LV69 TCNW NA77 IKUA Q8AC 4,Shay Boschmann,575924,active,3/10/2017,9/19/2024
132,CID,Companies,9,6008,AZ68 MJCB F4OP U0Q2 DGKH M32F HUXE,Catie Pulham,317815,inactive,12/29/2015,2/19/2025
588,Checking Account,Partnership Firms,6,6064,FO47 6295 8745 3239 73,Matilda McCreedy,,inactive,1/6/2015,1/31/2026
354,Savings Account,Individuals Joint,4,6011,FR58 2607 5757 46VK U5MZ EFUO D54,Etta Aughton,520434,inactive,7/13/2015,9/5/2026
906,Checking Account,Trusts,9,6099,KW21 QQQR A430 URRQ JQQO THHG RMMK XL,Petr Cicchinelli,212844,active,6/29/2018,1/24/2027
727,CID,Trusts,8,6092,DE90 4779 8457 5815 5483 48,Tildie Allderidge,896212,active,12/19/2016,6/27/2022
885,Checking Account,Individuals Joint,4,6087,LV96 COKW JWKV MSDT P0UQ 8,Kerk Mottini,66364,active,8/18/2016,10/25/2024
222,Savings Account,Partnership Firms,5,6086,MU93 ULSK 7090 0832 7839 4331 285U TF,Merrie Davidsen,428770,inactive,8/8/2017,4/1/2023
343,Savings Account,Clubs and Associations,4,6010,BG51 VMUX 9062 73YI LNWH DF,D'arcy Boyson,431920,inactive,3/15/2017,4/17/2026
75,Checking Account,Individuals Joint,4,6025,FR53 5511 9919 23AI FLQJ CNTI U99,Susannah Sussams,645464,active,11/12/2016,6/24/2023
979,CID,Clubs and Associations,6,6022,MR76 5184 8277 7172 6286 4575 405,Tracy Mathy,352755,inactive,1/17/2017,5/21/2026
838,Checking Account,Partnership Firms,6,6033,LI10 2354 58VM YEEN QAWQ I,Denny Jedrasik,916290,active,7/23/2017,3/4/2022
579,CID,Individuals Joint,9,6069,RS98 5645 1517 2138 5027 03,Mahmud Jansson,555411,active,6/27/2016,10/29/2023
26,Savings Account,Partnership Firms,5,6095,FR35 5786 9622 544S MCXH 5EL4 416,Mikey Deneve,296841,inactive,10/2/2015,8/31/2023
93,Checking Account,Trusts,6,6071,PS29 XGKX RSYT OT3R ARAG HJ0X 1XEH T,Trstram Archer,883307,active,10/15/2019,4/14/2022
451,Savings Account,Clubs and Associations,8,6086,FR39 8602 9256 43AC X1KD 6WF2 417,Giselbert Aberdalgy,31082,inactive,7/18/2015,3/8/2022
777,Savings Account,Trusts,5,6018,NL07 KBQK 8603 5401 77,Holden Matuszkiewicz,704445,active,6/30/2017,3/16/2026
136,CID,Limited Liability,9,6044,FR32 0948 8123 45TK OJWA TOOH M66,Patrizio De Brett,180876,active,3/17/2016,9/16/2024
490,Savings Account,Companies,4,6026,FR72 8091 7223 20YI VLE2 N1EB E47,Zitella Toop,323952,inactive,2/24/2019,10/28/2025
456,Savings Account,Trusts,8,6081,BH27 NUPE R0YH ULUL JVUL WC,Karena Potkin,988256,inactive,9/23/2020,4/5/2026
410,Checking Account,Individuals Joint,8,6001,LV69 KNOV 2ZDH 4V8J E6NH R,Godiva Simonson,381796,inactive,6/25/2019,6/10/2022
851,Checking Account,Limited Liability,4,6002,RO51 IFZF CTIM FPCP OYPD UX17,Demetrius Masser,348420,active,9/12/2017,8/21/2023
718,CID,Companies,8,6091,MD65 BTDV B5HU DRXN Z1NH Z8Y8,Luz McGeffen,102941,inactive,3/4/2019,3/18/2024
969,Savings Account,Partnership Firms,5,6021,NL50 UDHD 9289 1886 26,Binny Kuhndel,526950,active,12/17/2018,5/11/2023
502,Savings Account,Companies,5,6038,HR12 1315 5934 2041 8317 9,Ephraim Frame,720894,active,1/22/2016,1/31/2027
176,CID,Companies,5,6084,BA40 0324 5406 3822 6393,Birch Ragat,602013,inactive,4/24/2017,10/9/2027
278,Savings Account,Limited Liability,6,6066,IT31 C603 3404 680O 0VEH KUD1 OLR,Ara Mendez,,active,12/5/2019,5/18/2025
352,Checking Account,Limited Liability,9,6085,GT66 XJJU LQXB PP7U Y5HI SGWR OJGC,Gustavus de Chastelain,597699,active,6/7/2019,7/27/2027
798,CID,Limited Liability,5,6078,MK05 971T DDVU OQAI R52,Goldy Hillborne,777027,inactive,7/4/2020,10/23/2023
376,Checking Account,Trusts,4,6011,PT90 7675 8377 1532 4911 6818 0,Armstrong Menilove,813868,active,8/8/2018,11/22/2022
681,Checking Account,Clubs and Associations,6,6024,DE54 2646 0585 9134 1291 98,Halsey Slegg,136492,inactive,12/13/2017,9/2/2026
382,Savings Account,Companies,9,6010,DK29 5558 6371 6690 03,Erroll Porter,836201,active,12/14/2018,9/19/2027
58,CID,Limited Liability,5,6000,ME67 2112 4697 4540 6784 97,Jami Mobberley,376304,active,2/12/2017,9/13/2027
247,Savings Account,Partnership Firms,8,6035,SM78 O736 7711 232A ZJCV MLTU FUZ,Ericka Mowsdell,104925,active,1/19/2020,11/6/2022
799,Savings Account,Clubs and Associations,4,6090,VG60 RYCW 5554 6399 7486 4695,Alexandr Kringe,884062,inactive,11/13/2019,9/10/2025
412,CID,Limited Liability,6,6091,SI12 6626 7846 7850 816,Chrisy Jenking,611277,inactive,12/1/2017,11/15/2027
128,Savings Account,Trusts,6,6084,FR44 2319 5111 42ZW EKJ9 NT7I 079,Gannie Brailsford,213537,inactive,9/9/2018,11/9/2027
988,Savings Account,Clubs and Associations,6,6053,FR39 5923 0986 66TX PDZC YWQM 555,Fredric St. John,827612,inactive,9/2/2018,6/8/2027
469,Savings Account,Companies,6,6086,EE32 5190 6964 6388 5220,Mac Vince,621753,active,10/17/2018,4/21/2025
894,Savings Account,Companies,5,6050,RO75 GOAB U6V5 RXQJ HSYF YP1P,Renie Olsen,384445,active,6/14/2018,1/27/2022
796,Checking Account,Trusts,9,6011,GL02 2534 1655 3332 60,Foster Middleditch,427654,active,6/14/2018,12/31/2026
727,Checking Account,Partnership Firms,4,6025,FR89 4542 7546 24VW 0TVR LL8K F46,Madelene Van Giffen,183515,active,6/23/2016,3/20/2026
368,Savings Account,Limited Liability,5,6066,ES84 3777 9244 6770 4664 0725,Keelia Gethouse,462885,active,3/2/2017,4/24/2023
347,CID,Clubs and Associations,6,6012,ME15 9224 3181 1941 5201 89,Meryl Shobrook,786406,inactive,5/3/2016,10/11/2024
790,Checking Account,Limited Liability,6,6089,PK83 RSRC H22M 3SHJ ENC3 KUCW,Cathie Shillabeare,912547,inactive,3/10/2016,11/4/2023
183,Checking Account,Partnership Firms,5,6066,FR35 2797 5465 13WJ 20AW N1LY O67,Cammy Silcock,669461,active,7/1/2020,1/25/2023
428,Savings Account,Limited Liability,6,6031,DE45 0976 7091 9558 3471 17,Maxwell MacTerlagh,434376,active,3/3/2020,12/7/2024
353,Savings Account,Partnership Firms,6,6098,LI63 9783 3EZ0 AEKX BDPH W,Rozele Ganford,399447,active,1/7/2016,12/20/2023
44,CID,Trusts,5,6048,SE38 4767 0879 1899 6477 6287,Jessi Feye,792381,inactive,10/31/2018,3/29/2022
228,Savings Account,Trusts,5,6022,CZ46 9353 5847 2121 6966 2670,Oates MacRury,477836,active,9/16/2016,6/13/2024
991,Savings Account,Trusts,9,6035,SA53 25M2 36T9 MEJB HNZQ WVZ7,Gabi Goodbar,873398,active,4/17/2015,9/21/2027
598,CID,Companies,4,6079,TR49 5945 6PM2 FD0X ZV5U TNFU PJ,Alyssa Tugman,279474,inactive,11/2/2017,3/29/2025
849,Savings Account,Clubs and Associations,8,6090,FR27 0444 0187 54KH ETII TN0Q R54,Liane McGaraghan,308328,active,4/12/2016,4/9/2023
581,Checking Account,Companies,8,6023,SA95 79OI BNIW VZR4 SJUJ JLBR,Blane Bruckmann,612448,active,8/17/2019,5/25/2023
760,Checking Account,Individuals Joint,4,6079,MD73 FEDE J65M NHSA VA7U PZIE,Art Caren,506659,active,9/14/2017,8/11/2026
806,Savings Account,Limited Liability,6,6034,ME92 2086 9568 2220 5197 79,Jarad Cushworth,38582,active,8/13/2015,4/3/2023
928,Savings Account,Clubs and Associations,4,6023,FR30 2528 6127 33MQ EVDD DAU1 K62,Riane Howling,813160,inactive,3/10/2015,9/30/2027
402,CID,Trusts,4,6033,FR41 5181 4637 65TC VU04 D2OJ O03,Danyelle Vick,624040,inactive,9/25/2019,9/13/2022
652,CID,Limited Liability,6,6092,LU65 5713 QCHA DEWR GTU4,Stevy Hellmer,866834,inactive,11/17/2017,10/29/2024
75,Checking Account,Trusts,6,6065,GI12 JNQD DOLW TQWA QMFK PYY,Rodi Paolacci,896624,inactive,2/6/2018,8/4/2025
364,CID,Trusts,4,6068,FI10 0825 4896 4387 99,Aimil Dungey,958364,active,4/5/2018,1/20/2026
804,Checking Account,Limited Liability,9,6074,RS25 9078 2041 6928 9317 13,Arne Fries,221504,active,4/5/2018,6/4/2025
465,Savings Account,Trusts,5,6070,AT34 2079 4605 8450 9501,Ann-marie Brandino,287810,inactive,12/9/2019,9/20/2025
728,Savings Account,Limited Liability,4,6055,HU13 4950 4059 9606 6306 9300 7153,Francklin Coogan,93086,active,12/15/2015,12/18/2026
525,Checking Account,Individuals Joint,5,6033,SK51 6120 8752 5924 7719 8894,Cacilie Tomlins,121055,active,7/12/2017,8/7/2025
248,Checking Account,Limited Liability,5,6039,FR89 3058 5347 090Q VBMG TOWM P89,Manda Fells,592630,active,11/21/2016,1/6/2025
77,Savings Account,Clubs and Associations,4,6029,SA26 69TQ F9VN TH17 WHPF J8FC,Noel Trimnell,531421,active,6/28/2018,1/5/2027
658,CID,Individuals Joint,4,6000,FR71 0033 2104 96JN YGJC 4NBG 624,Neron O'Carmody,203497,inactive,9/24/2017,7/3/2023
290,CID,Companies,4,6032,SA04 79VU ABLJ CHSL 2QGW DH8F,Maurice Haycox,306532,inactive,3/4/2019,5/6/2024
331,Savings Account,Clubs and Associations,4,6077,LV53 OMHF KHUI RCLH XWNL E,Merissa Gamlin,633393,inactive,3/26/2018,3/22/2023
24,Checking Account,Partnership Firms,6,6085,FR17 6477 9732 91WR PRDM ZB1C G12,Jocelyne Jori,928594,active,6/6/2018,11/11/2024
269,Checking Account,Clubs and Associations,6,6079,BG80 OWEB 2519 753X 4RTG YZ,Lucias Tweed,440694,inactive,4/11/2016,3/28/2024
423,CID,Partnership Firms,5,6084,GT90 AQPU RTBD KHKZ GA7V BZXA 7BUA,Sheela Rivaland,475030,active,1/31/2020,10/5/2022
682,Savings Account,Companies,4,6004,GT10 7WHQ FXVS J73R FDOV UZDR DPWV,Britta Simnell,66549,active,9/25/2020,11/3/2025
224,Savings Account,Companies,5,6008,FR33 7091 2661 44VY LJCL 5LDE B39,Brnaba Tuting,819530,active,6/16/2018,11/22/2027
364,Checking Account,Clubs and Associations,4,6083,MU66 EEWF 8098 3535 1312 8162 240Z NM,Isa Philcott,530520,active,10/3/2020,10/6/2022
482,Savings Account,Individuals Joint,5,6007,CH39 5852 7PTM SFEP ON85 P,Gauthier Meltetal,452455,inactive,6/30/2016,3/14/2023
738,Checking Account,Clubs and Associations,6,6036,BH40 DVRO HJE7 JMH8 SK5B NU,Dona Corton,175952,inactive,11/14/2015,7/6/2022
946,Checking Account,Limited Liability,4,6011,SA66 90OY NCUZ VXAG 3NMY WGN7,Leanor Featenby,558618,inactive,7/4/2019,11/13/2026
449,CID,Individuals Joint,9,6088,PT20 1747 5387 8567 8505 6780 7,Denys Selwood,108195,active,1/30/2020,8/5/2024
975,Savings Account,Clubs and Associations,6,6013,GI60 KXWU O0LY UKGK H4PA AWQ,Cad Matovic,958528,inactive,12/2/2016,12/9/2024
894,CID,Trusts,8,6044,CZ53 0649 1172 1953 9133 3941,Field Androck,767264,active,1/12/2015,9/7/2023
665,Savings Account,Trusts,4,6078,GE68 SC01 3095 9118 5621 82,Crystie Masic,545817,active,11/27/2018,4/6/2027
892,Checking Account,Individuals Joint,4,6030,TR09 6304 2GSL QQLV UWF6 LRK5 V7,Isahella Highwood,180997,inactive,2/8/2019,6/12/2027
497,Savings Account,Trusts,9,6079,MU55 HTTG 5309 6675 9044 3834 756M JZ,Marve Spellessy,119139,inactive,6/27/2020,4/13/2025
312,Checking Account,Individuals Joint,5,6008,FR23 0136 6178 37LG CNCC L7LV T00,Florian Blunsen,759967,active,5/2/2018,2/23/2024
545,Savings Account,Clubs and Associations,6,6066,FR17 1635 7149 945I ZSPU ADWH H24,Denice Leif,518438,inactive,6/20/2015,3/17/2022
275,CID,Limited Liability,9,6029,KZ74 415K VUGQ 5TMV 7DJN,Angelita Bril,395133,inactive,11/22/2019,10/14/2026
399,Checking Account,Partnership Firms,8,6084,SM56 V585 7233 3996 G5C5 BSC7 AAI,Lemuel Greves,,active,7/20/2020,3/10/2024
686,Savings Account,Companies,5,6032,CZ53 9073 9301 1541 0652 4845,Mareah Schruyers,640857,inactive,11/20/2018,8/24/2027
558,Checking Account,Trusts,4,6094,FR81 9010 1164 20E1 K9E3 OAWU F04,Paco Skoggins,663656,active,3/2/2020,2/23/2027
554,Checking Account,Limited Liability,8,6099,AZ58 GLYV UEGV P1MZ 2YJK YYAO PG9M,Clarence Pesik,856206,active,1/4/2019,9/4/2022
986,CID,Companies,5,6004,LT39 4556 1932 1498 8533,Dall Giocannoni,,inactive,8/1/2016,4/5/2025
451,Checking Account,Trusts,9,6029,KZ74 353S NSFY WJ9W DTS1,Berenice Whistan,874042,inactive,5/19/2016,3/23/2022
418,Savings Account,Clubs and Associations,4,6024,AL87 1223 2397 3HA2 FDVG VR4O ZQKC,Artemus Butterfield,686175,inactive,1/25/2015,6/29/2027
545,CID,Clubs and Associations,5,6097,LV51 PLMU O9GF LRDA TZIY C,Shawn Juster,199380,inactive,7/28/2020,11/11/2025
155,Savings Account,Partnership Firms,9,6041,FR40 6726 7975 75U7 HMM6 SFMN 131,Martelle Browne,,inactive,4/23/2019,10/12/2024
592,Checking Account,Clubs and Associations,8,6050,FR66 9670 5003 51FT ROA0 T96L T06,Thaddeus Menendez,755099,active,7/3/2017,2/1/2024
969,Savings Account,Clubs and Associations,5,6012,GR23 3663 8025 XE0X UQYF LMID YDZ,Sanford Guyet,981550,inactive,1/16/2018,1/21/2022
809,CID,Clubs and Associations,8,6026,FR64 0958 7061 03MH LEY1 MP7G Z78,Miller Castellan,925790,inactive,3/10/2016,7/3/2027
40,CID,Limited Liability,5,6028,KZ96 274Y 6LBH 52FK 0IOO,Antoni Llorente,701947,active,11/4/2015,5/13/2023
374,Savings Account,Clubs and Associations,5,6042,FR27 9070 1687 16V3 AWSQ XR6U H60,Si Clowley,165384,inactive,12/27/2014,12/9/2026
887,CID,Companies,8,6006,VG42 JILX 8477 6815 5486 5668,Jimmy Idale,656758,active,5/25/2018,7/23/2025
349,CID,Companies,8,6021,FO90 0431 8051 4680 59,Noah Maddrah,555059,active,8/12/2015,1/14/2027
682,Checking Account,Limited Liability,4,6094,BH02 WBLB 7WIO ZPFE SEHB VC,Orville Towsey,704217,active,9/12/2017,7/24/2025
155,Checking Account,Companies,5,6033,SM12 E992 7669 616S 1ZFZ DIRE H28,Brenden Elvins,954627,inactive,1/29/2019,7/27/2023
920,CID,Individuals Joint,9,6092,FR18 9769 9223 96W8 G8KR 3AMZ S66,Regina Wickey,822433,inactive,9/22/2018,6/30/2023
831,Savings Account,Companies,6,6082,FR24 9351 7327 84XV F6MI BRNA D53,Immanuel Canceller,323195,inactive,5/13/2016,9/17/2022
988,CID,Clubs and Associations,4,6024,MR18 7845 9994 0938 2919 3656 743,Blisse Porker,850089,inactive,4/12/2015,5/21/2022
347,Checking Account,Companies,9,6096,TN41 7479 8091 6054 7449 4150,Valera Sharratt,897821,inactive,4/4/2019,5/27/2022
219,CID,Partnership Firms,9,6052,FR95 6181 8009 17GS ZD1Y QNF2 Z02,Ronnie Ramme,926070,inactive,6/16/2020,2/26/2026
111,Savings Account,Limited Liability,5,6011,DO29 MSTB 5311 0647 3863 9591 0043,Ashlin Goggins,314576,inactive,2/24/2019,1/15/2022
601,Checking Account,Individuals Joint,8,6006,IE41 GOIT 8118 8402 7554 13,Kate Malatalant,82129,inactive,12/3/2016,12/5/2022
320,Checking Account,Clubs and Associations,4,6017,FR90 9309 4222 95BJ FGRJ YYAT F10,Paule Colisbe,365113,active,11/24/2020,12/3/2025
241,CID,Limited Liability,9,6068,LU32 998N 8VAK WK7J XEUQ,Saunder Matchett,524319,active,6/19/2017,2/5/2027
977,Savings Account,Partnership Firms,6,6070,AT11 7388 7975 0033 2663,Shurlock Ayres,288298,active,3/18/2020,4/18/2022
687,CID,Companies,4,6015,FR97 8494 9049 461N 6BMS NYS4 V79,Saul Purchase,241737,inactive,8/30/2017,9/4/2026
360,Checking Account,Clubs and Associations,9,6054,MC70 7212 5212 51OP XNNJ 2XAZ D24,Nelle Van Der Walt,598797,inactive,2/17/2017,11/26/2026
942,Savings Account,Limited Liability,9,6075,VG03 OVWK 9580 1323 8908 9880,Florentia Endacott,60736,inactive,9/3/2019,8/27/2027
305,CID,Limited Liability,9,6050,SK16 1510 3785 4055 7485 1311,Myrvyn Buckner,685989,inactive,11/27/2019,7/11/2024
813,Savings Account,Individuals Joint,5,6015,IL47 0344 3477 3681 9124 869,Jasmin Goter,313328,inactive,12/6/2018,5/26/2022
572,CID,Trusts,5,6048,LI86 7018 9Q9I 04ZR KMSS G,Byrle Mathieu,9436,inactive,4/4/2020,12/26/2023
89,Savings Account,Trusts,9,6004,FI18 6382 9247 4093 37,Brewer Hakonsen,,inactive,7/28/2016,8/19/2023
904,Checking Account,Limited Liability,4,6058,CH35 9586 4WCT YSSU WXWW G,Pooh Meadowcroft,987373,inactive,2/1/2020,3/29/2023
657,Savings Account,Partnership Firms,4,6077,CZ11 2095 0447 4030 7308 8130,Hamnet Stirton,43841,active,1/5/2018,7/22/2022
311,Checking Account,Companies,8,6100,PT02 7461 5089 3514 8673 6220 3,Guillaume Karpushkin,44449,inactive,7/31/2018,11/27/2023
305,Checking Account,Partnership Firms,9,6042,AE95 3130 4657 6328 3748 267,Hartley Carthew,20214,active,8/23/2020,9/9/2026
792,Checking Account,Companies,5,6025,FR79 4698 1039 11E4 JEHW LSGX 891,Kassi Lindsell,278428,inactive,2/28/2015,11/27/2024
412,CID,Trusts,8,6100,SI27 7644 7212 5372 222,Orv Geerling,229717,active,5/26/2016,9/9/2022
950,CID,Limited Liability,8,6090,FR59 7298 1559 5647 5UOB VWGY V42,Rodrigo Befroy,511252,inactive,11/13/2015,9/3/2024
246,CID,Partnership Firms,6,6053,RO15 EAFE 4N0G 1S60 SEN8 KES3,Jehu Millichap,712493,active,8/15/2017,10/14/2022
591,Savings Account,Companies,6,6056,AD57 8256 4011 AOKT VFLS J3ZR,Bronny Cisson,909265,active,10/20/2017,2/11/2025
389,Savings Account,Individuals Joint,6,6018,LI29 6226 9FEJ EFEA X3OJ Q,Prentice Blockley,93225,active,11/8/2016,9/24/2025
299,Savings Account,Individuals Joint,5,6018,SA65 70ZB RD9I ZTXF F2SB BKPV,Gwendolin Ginni,274881,active,6/2/2020,7/13/2026
707,Savings Account,Limited Liability,4,6087,GR82 5801 261Z P5KS USJW OKKS YVM,Georgine Philot,863282,inactive,7/9/2015,7/8/2025
986,Checking Account,Individuals Joint,9,6093,MD41 2NBI BU5X AXCY GU1O FIG3,Adorne Llopis,79543,inactive,11/21/2018,3/27/2027
754,Checking Account,Clubs and Associations,4,6063,MR74 1213 4898 6250 8665 9806 078,Brody Cutchie,354383,active,5/24/2018,8/5/2027
526,CID,Trusts,6,6092,TR82 9231 8GCZ NDPN N1BF EGWT D1,Ody Suggate,760333,inactive,11/7/2016,8/14/2027
31,Savings Account,Trusts,8,6002,IE50 NJFB 2950 3734 9497 41,Antoine Bertomieu,256865,active,12/9/2018,12/16/2026
238,Savings Account,Individuals Joint,6,6034,TN69 5159 8303 3577 8220 2045,Gianni Amdohr,19318,inactive,1/25/2019,5/22/2027
294,CID,Clubs and Associations,5,6055,LU92 091Y HS7X SMTN TEHY,Susanne McCreath,387328,active,3/12/2016,10/23/2025
284,CID,Individuals Joint,8,6069,VG18 QOWP 4945 6744 8921 3083,Lora Awcock,552615,inactive,9/21/2018,9/18/2024
561,CID,Partnership Firms,8,6055,HU18 1818 0269 1691 6846 2649 8481,Randal Andrzejewski,630813,active,12/29/2017,12/8/2026
76,Checking Account,Limited Liability,8,6031,HU22 5960 3226 3098 0840 5055 6237,Kaleena Lacer,448586,active,5/8/2017,12/4/2023
81,CID,Partnership Firms,5,6035,FR06 6781 6667 17GW B4XT NFYT A02,Filippo Stallard,962733,active,7/17/2015,1/13/2027
782,Checking Account,Individuals Joint,5,6026,DO29 LVXB 2819 9935 8908 7846 8990,Minnie Heinicke,916870,active,4/26/2020,5/30/2024
50,Savings Account,Limited Liability,9,6035,FR38 3326 8768 10WW BW22 VSPY P02,Esteban Murthwaite,161444,active,6/11/2018,5/25/2024
150,CID,Individuals Joint,9,6015,NL10 LBCS 1879 4681 65,Sibilla Buckner,731603,inactive,2/21/2015,8/13/2024
662,Checking Account,Limited Liability,9,6056,FO83 4464 7297 7826 19,Ellene Gurnell,576398,inactive,6/20/2017,2/21/2026
81,Checking Account,Trusts,4,6047,CH26 9573 5RWV BAYK 8XKQ R,Terza Boog,722470,active,3/28/2020,3/21/2023
991,Checking Account,Individuals Joint,8,6038,FR19 9285 2089 40BM AIH0 K60K K09,Kristopher Gino,57062,active,6/7/2017,7/27/2023
672,Checking Account,Trusts,4,6027,CY54 1758 6944 ERXI HLR5 WJBY D6FP,Farah Myrie,198371,inactive,4/14/2016,8/20/2024
775,Checking Account,Clubs and Associations,6,6012,BH43 HAUC LKGB I7GI RHCZ DM,Niall Veelers,,active,6/23/2015,8/24/2023
964,Savings Account,Companies,4,6050,MK90 099W X5SB KCRS C24,Petronia Bedson,897913,inactive,8/10/2015,3/5/2022
847,CID,Clubs and Associations,4,6092,TR38 2681 4RB9 BHKC DVTG SCKK FC,Delila Dainton,93616,active,9/12/2016,12/9/2023
166,Checking Account,Individuals Joint,4,6097,AZ40 DAIE OHOQ FKVE TB1F ENQX G7JQ,Hannah Hattam,538925,active,2/13/2017,3/9/2026
659,CID,Limited Liability,4,6054,AE35 2915 1246 0274 6956 643,Lexi Wroth,500180,active,8/26/2016,1/2/2027
175,CID,Companies,9,6091,SA32 82RC D1YO TDS8 SESQ JPET,Lorianne Frizzell,205614,inactive,5/24/2016,11/18/2024
976,Savings Account,Partnership Firms,5,6046,NO48 4226 2893 938,Annmarie Baglow,308302,inactive,12/20/2014,3/9/2025
70,Savings Account,Trusts,4,6052,FR16 3056 1134 03Z4 ML3W TC5J A77,Demetris Peeke-Vout,170986,inactive,4/21/2015,8/26/2027
849,Checking Account,Companies,9,6091,SE52 3728 3669 6572 5973 8899,Sonny Pieters,449901,active,3/6/2016,3/4/2026
709,Savings Account,Trusts,5,6007,CH76 8221 79OE FDZJ BYBL L,Leonidas Pringour,492700,active,4/20/2017,6/7/2022
833,Savings Account,Companies,8,6078,FR25 3951 9257 45JL FHAI 0FFV H98,Rachelle Braga,807039,active,12/14/2017,11/16/2027
463,CID,Limited Liability,9,6033,MC96 1785 8240 485N OADF FVMT Q05,Shaine Hakonsson,773838,inactive,10/4/2017,2/22/2022
809,CID,Limited Liability,9,6049,NL91 CRHJ 0001 3941 24,Arte Glassborow,928372,active,12/2/2016,3/14/2024
212,Savings Account,Limited Liability,8,6096,IT92 G842 0882 727F 1BS8 PGML WMD,Shaylyn Walshaw,437797,inactive,2/13/2019,7/28/2022
965,CID,Clubs and Associations,4,6005,GT50 WIQ1 9KAE B6RA 5OUE 9ING UVKS,Andriana Strangwood,342253,active,2/14/2018,2/18/2027
955,Savings Account,Partnership Firms,6,6058,FR38 3604 8219 05UK KFCU OLRI 041,Cleon Coneron,664723,active,4/4/2020,2/20/2022
129,Savings Account,Clubs and Associations,8,6034,MC40 7912 7402 66NO M92Z OLRY A06,Greggory Darlaston,163279,inactive,1/31/2016,10/28/2022
296,Savings Account,Clubs and Associations,6,6071,FR04 6233 0413 00HP AWRO NPZS L03,Lorna Shaw,515363,inactive,5/2/2018,3/9/2025
689,Checking Account,Individuals Joint,6,6057,FR13 3305 0843 838U GQV8 ZPDI 111,Norry Chaloner,198864,active,5/16/2017,8/2/2024
255,Savings Account,Trusts,9,6015,LB26 8841 H4CG IBDK ZKQN CWXG 7XLR,Orren Gusticke,472145,inactive,7/14/2018,9/13/2026
852,Checking Account,Partnership Firms,6,6062,TR18 0433 6ZRI RLHL 9EBG HMAQ S1,Liza Jealous,671033,inactive,7/13/2019,8/13/2024
503,Savings Account,Clubs and Associations,6,6004,SA76 00RQ C1Q8 0WB8 LLKV JIUV,Philippa Guidetti,117414,active,10/23/2019,8/18/2022
633,Checking Account,Trusts,4,6058,MD65 BICR 3JI8 ED5P KA9M VLFD,Hephzibah Gooddie,445033,inactive,12/21/2018,7/22/2027
748,CID,Individuals Joint,4,6049,AZ41 PRNE 8QIK ZK1J PQGA RUPO 4EH7,Isaac Stott,94936,inactive,5/10/2019,2/7/2022
134,CID,Trusts,9,6030,SE61 7880 9040 8070 2445 3598,Levy Swadlinge,372367,active,11/5/2016,6/11/2024
334,CID,Partnership Firms,4,6050,BA82 9893 6207 5923 9877,Sayers Gilogly,26090,active,7/5/2019,3/9/2027
