contactId,customerTypeCode,preferredContactMethod,BranchName,accountId,jobTitle,FullName,department,birthDate,annualIncome,MaritalStatus,numberOfChildren,TelePhone,Address_id
6023,Individuals Joint,Mobile,"Davis, Hintz and Schaefer",337,Professor,Major Jobey,Engineering,7/27/1978,36891193,Single,1,0904-6346,113
6021,Trusts,Mobile,Bergstrom Group,892,Research Nurse,Townsend Whybrow,Business Development,5/24/1998,92061002,Married,4,42364-4501,323
6016,Individuals Joint,Mobile,White and Sons,544,Programmer II,Ayn Roubay,Research and Development,3/20/1969,15636512,Single,4,62217-201,765
6001,Clubs and Associations,Office,Morar-Donnelly,32,General Manager,Farrel Aymes,Training,2/10/1999,33095066,Married,6,49035-339,125
6027,Clubs and Associations,Fax,"Turner, Steuber and Kohler",291,Food Chemist,Nelle Screas,Sales,11/2/1980,28753545,Married,4,0003-4221,826
6063,Trusts,Email,"Gorczany, Considine and Murazik",645,Structural Analysis Engineer,Penelopa Mullan,Accounting,1/11/1978,42330003,Single,2,61957-2113,67
6045,Trusts,Email,Schoen-Kerluke,954,Project Manager,Spenser Tant,Business Development,8/6/1983,32339850,Married,2,0067-6024,299
6071,Trusts,Email,Wunsch-Kessler,310,Nurse,Sybille Kitney,Training,7/13/1999,14950248,Single,1,41163-170,162
6033,Limited Liability,Email,Mitchell-Quitzon,562,GIS Technical Architect,Viki O'Heaney,Training,,,,,,
6082,Clubs and Associations,Fax,Ondricka-Feest,412,Data Coordiator,Keri Sibbald,Services,12/28/1992,33617467,Single,1,76204-100,506
6017,Individuals Joint,Office,Schowalter-Schaden,638,Technical Writer,Artus Evershed,Business Development,1/14/1979,46252573,Married,3,59427-575,361
6063,Companies,Office,"Bayer, Schroeder and Hagenes",498,Computer Systems Analyst IV,Ban Mackieson,Training,7/17/1965,93624708,Married,3,49643-310,715
6091,Limited Liability,Fax,Denesik Inc,148,Programmer II,Stormy Celier,Engineering,9/15/1964,54554640,Married,4,0603-6150,950
6045,Companies,Email,"Collier, Maggio and Stehr",798,Senior Sales Associate,Laurice Losbie,Accounting,7/21/1994,88365228,Married,4,54569-2619,899
6009,Companies,Email,"Zemlak, Kessler and Kuhn",765,Environmental Tech,Darsie Bleackley,Marketing,,,,,,
6031,Individuals Joint,Mobile,"Harvey, Auer and Konopelski",344,Associate Professor,Cookie Warlowe,Support,9/21/1980,19752970,Single,2,59779-193,498
6096,Clubs and Associations,Office,"Ebert, DuBuque and Mann",342,Desktop Support Technician,Hyacinth Dolley,Sales,6/19/1990,85973848,Single,4,0378-5053,674
6089,Individuals Joint,Mobile,Wiza-Berge,309,Accounting Assistant I,Jim McRorie,Research and Development,8/12/1993,35968213,Single,6,17714-019,852
6039,Individuals Joint,Office,Hills-Zboncak,977,Associate Professor,Adela Cayle,Engineering,1/26/1987,17978517,Married,3,49967-658,410
6034,Limited Liability,Fax,Berge LLC,518,Associate Professor,Katharina Cassin,Accounting,10/24/1971,17925115,Married,3,42747-327,817
6023,Individuals Joint,Fax,"Feeney, Little and Littel",331,Programmer III,Brittaney Yerrell,Training,3/28/1975,30204423,Married,6,52959-041,166
6086,Companies,Office,Schulist-Braun,745,Chief Design Engineer,Janeen Barneveld,Support,9/27/1966,69992200,Single,1,59779-274,472
6007,Trusts,Mobile,"Murazik, Stanton and Nicolas",625,Senior Editor,Heloise Kroin,Marketing,1/30/1989,67113628,Married,2,55714-4417,444
6019,Companies,Office,Torp-Robel,916,Graphic Designer,Farly Nijs,Accounting,9/29/1993,3299267,Single,4,43063-343,826
6045,Companies,Office,Maggio LLC,230,Structural Analysis Engineer,Mei Bover,Research and Development,5/29/1965,71597516,Married,1,61727-307,14
6047,Clubs and Associations,Email,Marvin-Hartmann,50,Payment Adjustment Coordinator,Kippy Morgen,Support,1/23/1970,72176702,Married,1,57520-0731,311
6051,Clubs and Associations,Mobile,Wisoky-Mraz,459,Biostatistician II,Clarine Rowbottam,Sales,3/27/1980,57090644,Married,4,57896-101,74
6063,Individuals Joint,Email,Jast-Bashirian,360,Research Assistant IV,Sonia Zisneros,Legal,5/4/1970,20100926,Single,3,66854-006,307
6064,Partnership Firms,Office,Paucek Group,435,Computer Systems Analyst IV,Julian Silkstone,Sales,7/10/1999,50930751,Single,1,13537-458,333
6008,Clubs and Associations,Fax,Spencer-Legros,132,Clinical Specialist,Mathilda Ajsik,Support,11/16/1990,23627844,Single,3,36987-2385,357
6064,Trusts,Mobile,"Boehm, Beahan and Hackett",588,Programmer III,Collin Gosneye,Engineering,11/15/1982,93381979,Single,6,52686-294,211
6011,Clubs and Associations,Office,Cormier LLC,354,Financial Advisor,Lynea Switzer,Legal,9/26/1969,49768486,Single,2,0699-0957,170
6099,Individuals Joint,Email,Ullrich-Baumbach,906,Programmer Analyst I,Alyss Matussow,Product Management,2/9/1973,55922155,Married,4,47593-471,404
6092,Companies,Fax,Bayer-Steuber,727,Tax Accountant,Shadow Sweet,Business Development,7/14/1971,34526737,Single,2,0409-7904,3
6087,Clubs and Associations,Fax,Kuvalis LLC,885,Web Designer I,Rosamund Argile,Accounting,10/26/1971,4861168,Single,1,55312-180,480
6086,Clubs and Associations,Mobile,"Hegmann, Schuppe and O'Connell",222,Director of Sales,Fraser Reisen,Engineering,8/27/1997,69826451,Single,4,68814-128,146
6010,Individuals Joint,Fax,Dibbert LLC,343,Office Assistant III,Jessy Macconachy,Training,6/3/1999,6285691,Single,2,0006-0005,189
6025,Trusts,Office,Predovic-Haag,75,Programmer Analyst III,Nelle Lewty,Support,7/19/1966,15775480,Married,2,67544-061,196
6022,Individuals Joint,Fax,Strosin LLC,979,Desktop Support Technician,Gay Caps,Marketing,12/24/1974,26919949,Single,1,11559-010,999
6033,Limited Liability,Email,Botsford Inc,838,Pharmacist,Callean Garfit,Sales,1/27/1994,33479912,Single,2,66467-2001,642
6069,Partnership Firms,Email,Bergnaum and Sons,579,Safety Technician III,Mischa McHugh,Sales,6/15/1963,19351063,Married,6,41250-102,756
6095,Partnership Firms,Fax,Harber-Wisoky,26,Programmer Analyst III,Quinn Thomann,Legal,4/12/1969,42372966,Married,6,36800-266,333
6071,Trusts,Fax,Homenick LLC,93,Accounting Assistant I,Mano Antonognoli,Research and Development,2/23/1993,12102035,Married,4,49580-0277,760
6086,Companies,Mobile,Reichert Inc,451,Chief Design Engineer,Krishnah Evert,Accounting,2/9/1966,27977335,Married,6,21695-967,760
6018,Partnership Firms,Mobile,"Heidenreich, Cartwright and Cassin",777,Internal Auditor,Walsh Leebetter,Training,8/17/1986,14369343,Single,2,42254-121,759
6044,Limited Liability,Office,Douglas-Connelly,136,VP Marketing,Holli Vasyunin,Business Development,7/7/1974,99756016,Single,6,57520-0307,57
6026,Trusts,Email,Lang-Schneider,490,Assistant Manager,Town Willets,Support,10/17/1982,91044968,Single,3,0378-4451,189
6081,Clubs and Associations,Fax,Grant-Dach,456,Actuary,Robinette Buterton,Human Resources,8/1/1999,67544052,Married,3,62011-0225,771
6001,Individuals Joint,Mobile,"Powlowski, Grady and Luettgen",410,Help Desk Technician,Eamon Messum,Marketing,1/25/1964,47101671,Single,3,37012-871,659
6002,Companies,Mobile,"Swift, Boehm and Jast",851,Staff Scientist,Adda McNally,Accounting,12/6/1981,43546809,Married,1,67544-401,620
6091,Trusts,Email,Stroman and Sons,718,Product Engineer,Andra Jurgen,Services,5/28/1977,65859788,Single,2,21695-127,923
6021,Individuals Joint,Email,"Gaylord, Gottlieb and Vandervort",969,Quality Control Specialist,Shandra Westmorland,Training,9/14/1962,41413853,Married,6,63941-123,870
6038,Clubs and Associations,Mobile,Maggio-Rath,502,Graphic Designer,Wrennie Ridger,Sales,8/20/1994,94050064,Single,3,50111-916,449
6084,Individuals Joint,Office,Yundt-Ullrich,176,Help Desk Operator,Tess O'Cannovane,Business Development,7/22/1991,19956871,Married,4,24236-624,910
6066,Companies,Fax,Renner LLC,278,VP Quality Control,Lorenzo Pilcher,Engineering,12/29/1978,3862995,Single,6,58291-0011,437
6085,Partnership Firms,Office,"Schamberger, Reilly and Streich",352,Environmental Tech,Maren McBratney,Legal,4/6/1976,29761895,Single,1,17156-067,162
6078,Individuals Joint,Email,Grady-Towne,798,VP Quality Control,Gloriane Sleicht,Research and Development,5/11/1980,24923154,Married,6,36987-2619,147
6011,Individuals Joint,Fax,Frami and Sons,376,Environmental Specialist,Alf Lansdown,Human Resources,3/7/1995,83593475,Single,4,37808-679,488
6024,Limited Liability,Mobile,Daniel-Huel,681,Associate Professor,Monro Gendricke,Accounting,6/20/1969,65746279,Married,2,50458-659,941
6010,Limited Liability,Mobile,"Hirthe, Botsford and McGlynn",382,Accounting Assistant II,Andromache Chapellow,Training,4/27/1966,2278052,Single,2,0143-9710,420
6000,Individuals Joint,Email,Romaguera-Nitzsche,58,Office Assistant IV,Thorin Sandy,Marketing,2/1/1982,20235589,Single,3,50169-0007,65
6035,Trusts,Office,Schmidt Inc,247,Technical Writer,Dacie Hulburd,Engineering,8/14/1996,77253964,Single,2,60760-019,570
6090,Partnership Firms,Email,Tromp-Rogahn,799,VP Sales,Bennie Oxbie,Sales,10/21/1970,56436943,Single,6,33992-1403,972
6091,Partnership Firms,Fax,Heidenreich Group,412,Sales Associate,Sonja Franey,Services,7/30/2000,69243798,Married,1,66689-031,202
6084,Companies,Email,Terry LLC,128,Sales Representative,Cassandry Moncreiff,Research and Development,10/19/1964,93058875,Married,3,52244-020,259
6053,Trusts,Email,"Heidenreich, Heaney and Keeling",988,Project Manager,Celestia Nott,Human Resources,7/27/1971,35501528,Single,6,51346-156,441
6086,Partnership Firms,Office,"Runolfsson, Huels and Murazik",469,Mechanical Systems Engineer,Livia Truesdale,Services,4/21/1963,5204026,Single,1,40046-0068,670
6050,Limited Liability,Office,"Orn, Bartell and Beier",894,Web Developer I,Johan Hankin,Product Management,6/8/1980,21826072,Single,2,52763-504,292
6011,Limited Liability,Office,"Bogisich, Ebert and Mills",796,Human Resources Manager,Gerick Andriesse,Services,5/23/1967,19935507,Single,3,53489-143,40
6025,Limited Liability,Fax,Howell-Friesen,727,Administrative Assistant I,Tomaso Gertray,Sales,4/7/1971,29850589,Single,1,67457-224,610
6066,Companies,Mobile,Moen Group,368,Senior Quality Engineer,Merilyn Oliveti,Services,11/2/1991,16201913,Single,2,65162-300,57
6012,Trusts,Mobile,Oberbrunner LLC,347,Speech Pathologist,Burty Ruprich,Services,4/27/1976,55469269,Single,2,55312-886,142
6089,Clubs and Associations,Fax,"Leannon, Howe and Stanton",790,Operator,Steffane Brusby,Accounting,,,,,,
6066,Partnership Firms,Office,Turner-Keeling,183,Financial Analyst,Vernor Orvis,Business Development,10/22/1964,98986393,Single,1,37000-155,268
6031,Companies,Fax,"Bednar, Auer and Purdy",428,Senior Editor,Bob O'Shee,Business Development,7/10/1999,26812363,Married,2,68220-141,309
6098,Limited Liability,Email,"Stracke, Hyatt and Hettinger",353,Internal Auditor,Timofei Maxstead,Accounting,12/30/1961,25069385,Married,4,33261-739,18
6048,Limited Liability,Office,O'Conner LLC,44,Budget/Accounting Analyst II,Jerrine Vears,Accounting,6/23/1979,54157279,Married,4,76354-014,999
6022,Trusts,Email,"Torp, Eichmann and Leuschke",228,Business Systems Development Analyst,Bertram Martel,Services,,,,,,
6035,Clubs and Associations,Office,"Hand, Russel and Hirthe",991,Editor,Fanchette Sandes,Accounting,6/9/1977,92515721,Married,1,55154-9552,407
6079,Trusts,Email,Daugherty-Beatty,598,Computer Systems Analyst I,Bliss Ryan,Legal,8/2/1974,54759117,Married,6,55154-4037,702
6090,Limited Liability,Office,Grant and Sons,849,Web Developer IV,Lucien Harsnep,Product Management,,,,,,
6023,Trusts,Email,"Tillman, Buckridge and Daniel",581,Chief Design Engineer,Marlyn Schleswig-Holstein,Services,5/24/1989,64392564,Married,2,0781-2456,532
6079,Individuals Joint,Office,Lang Group,760,Sales Representative,Elane McKeighen,Support,6/19/1983,39877047,Single,1,36987-2027,56
6034,Individuals Joint,Office,Swift LLC,806,Database Administrator IV,Che Sherbrook,Engineering,6/2/1982,88456480,Single,4,11410-839,771
6023,Clubs and Associations,Mobile,"Rogahn, Murazik and Rohan",928,Help Desk Technician,Harrietta Letty,Accounting,7/15/1983,72119239,Married,1,48951-4054,195
6033,Trusts,Mobile,"Reichert, Zieme and Kunze",402,Community Outreach Specialist,Teresa Ronchi,Business Development,3/7/1973,76934913,Single,4,68016-286,847
6092,Companies,Mobile,Wilderman Inc,652,Nurse,Coralie Clifton,Accounting,4/26/1967,69633704,Married,6,50419-252,135
6065,Individuals Joint,Mobile,"Lebsack, Beer and Hoeger",75,Civil Engineer,Niles Scates,Legal,11/17/1971,97714472,Married,3,65044-9963,194
6068,Partnership Firms,Fax,Gleason-VonRueden,364,Programmer Analyst IV,Emmalee Hutten,Services,9/7/1987,2827589,Married,6,63629-4850,397
6074,Limited Liability,Email,Hermann and Sons,804,Librarian,Dorelle Ferrone,Marketing,6/15/1976,36979707,Married,6,64679-544,390
6070,Clubs and Associations,Email,Windler-Buckridge,465,Project Manager,Lyda Byrom,Support,6/1/1994,31140101,Single,6,40104-353,581
6055,Partnership Firms,Mobile,Welch LLC,728,General Manager,Loria Sowerbutts,Marketing,1/24/1993,76212155,Single,6,62011-0223,290
6033,Partnership Firms,Office,O'Hara Group,525,Tax Accountant,Ritchie Jarrell,Business Development,9/1/1992,71334271,Single,2,68382-188,206
6039,Trusts,Mobile,Haag Inc,248,Statistician II,Sibelle Antliff,Research and Development,2/19/1983,53351505,Single,3,53942-223,459
6029,Trusts,Email,Crona and Sons,77,Budget/Accounting Analyst III,Arty Abramowsky,Research and Development,1/6/1961,10619908,Married,6,51393-6112,401
6000,Partnership Firms,Email,McCullough-Bruen,658,Senior Editor,Dominica Velten,Business Development,1/7/1998,46339549,Single,4,0006-0735,380
6032,Partnership Firms,Email,Schuster-Farrell,290,Automation Specialist II,Terrell Giannini,Marketing,1/11/1974,38697169,Single,3,55154-4938,649
6077,Clubs and Associations,Email,Walsh-Douglas,331,Human Resources Assistant III,Pearline Vine,Legal,11/27/1984,9818866,Single,1,35356-839,544
6085,Companies,Email,Grimes-Reilly,24,Teacher,Pier Rising,Engineering,2/12/1991,94474271,Single,3,45802-060,176
6079,Partnership Firms,Fax,Dare-Towne,269,Human Resources Assistant IV,Amie Clutheram,Product Management,8/14/1997,48637695,Married,4,63304-459,257
6084,Trusts,Office,Runte Inc,423,Technical Writer,Shelden Bilyard,Product Management,12/31/1998,24086586,Single,2,37012-526,592
6004,Companies,Office,"Gusikowski, Hettinger and Harvey",682,Information Systems Manager,Bruce Pilbeam,Research and Development,9/3/1988,84046513,Single,6,61957-0101,296
6008,Individuals Joint,Email,Sanford LLC,224,Pharmacist,Will Bruni,Marketing,6/11/1978,83890911,Single,4,13925-509,726
6083,Trusts,Email,Morissette-Mayert,364,Account Executive,Kitti Gorriessen,Sales,8/18/1978,43528259,Married,3,62584-452,217
6007,Companies,Fax,"Hansen, Frami and Donnelly",482,Research Associate,Maury Snazle,Human Resources,12/19/1980,57749494,Married,4,55316-067,181
6036,Clubs and Associations,Email,King-Brown,738,Software Engineer II,Barry Bleier,Services,9/25/1975,13748482,Single,1,61314-203,361
6011,Clubs and Associations,Fax,"Effertz, Monahan and Waters",946,Senior Sales Associate,Heather Alpine,Sales,1/15/1969,92288527,Single,3,54973-3185,702
6088,Limited Liability,Fax,Jacobi-Flatley,449,Registered Nurse,Humfrey Hammatt,Research and Development,6/10/1969,77591407,Married,3,52544-175,880
6013,Limited Liability,Fax,Waelchi and Sons,975,Senior Financial Analyst,Goldina Shinefield,Research and Development,10/29/1996,82719668,Single,6,0093-0576,488
6044,Limited Liability,Email,"Hammes, Smitham and Considine",894,Recruiter,Lindsey Tomaszczyk,Product Management,12/19/1961,41069483,Married,2,48951-8223,232
6078,Clubs and Associations,Email,"Dietrich, Schulist and Stiedemann",665,Speech Pathologist,Ricky Dightham,Product Management,2/3/1985,76099704,Single,4,34645-4025,621
6030,Individuals Joint,Office,Wyman Group,892,Teacher,Harv Fiennes,Product Management,5/28/1993,86386305,Married,2,0049-3990,92
6079,Clubs and Associations,Email,"Ullrich, Jacobi and Abbott",497,Staff Scientist,Rubin Tregust,Business Development,8/29/1974,10699514,Married,6,13537-347,18
6008,Individuals Joint,Fax,Simonis-Will,312,Staff Scientist,Maude Thome,Marketing,12/29/1960,26550756,Single,4,68472-084,933
6066,Clubs and Associations,Fax,Keebler and Sons,545,Design Engineer,Erskine Snazel,Engineering,10/8/1962,72521842,Single,4,16729-119,412
6029,Partnership Firms,Mobile,Effertz-Johnston,275,Developer III,Domeniga Adamovitz,Legal,7/17/1964,73904210,Single,3,62032-515,911
6084,Companies,Fax,Wolff LLC,399,Help Desk Operator,Odille Mosdell,Human Resources,2/18/1981,47178269,Single,6,21695-182,948
6032,Partnership Firms,Office,"Gerlach, Spinka and Nitzsche",686,Marketing Manager,Cozmo Chasle,Engineering,1/10/1984,18267623,Married,6,64220-426,514
6094,Individuals Joint,Email,Hyatt-Krajcik,558,Professor,Evanne Postill,Human Resources,12/31/1976,49514563,Single,2,62037-700,582
6099,Clubs and Associations,Fax,"Robel, Von and Bailey",554,Environmental Specialist,Angil Thorneywork,Accounting,12/12/1994,29989121,Single,6,68703-124,612
6004,Clubs and Associations,Mobile,"Larson, Durgan and Kris",986,Pharmacist,Madelin Hemstead,Sales,1/31/1975,95079109,Single,1,68786-120,231
6029,Partnership Firms,Office,Runolfsson Group,451,Marketing Manager,Cole Doneld,Services,1/5/1993,40569300,Married,3,63029-202,319
6024,Trusts,Office,"Goldner, Rempel and Kling",418,Web Designer III,Daffie Gethins,Support,11/5/1978,47859943,Married,2,50436-4633,601
6097,Clubs and Associations,Office,"West, Crist and Denesik",545,Cost Accountant,Jourdain Carreck,Product Management,1/23/1996,87809882,Married,4,49781-088,113
6041,Partnership Firms,Mobile,"Collins, Eichmann and Abernathy",155,Operator,Claiborne Attreed,Research and Development,4/29/1968,47884437,Married,1,10742-8126,312
6050,Trusts,Office,"Kilback, Bernier and Koepp",592,Programmer II,Tammy Gauld,Sales,10/20/1999,33247560,Married,6,68382-146,715
6012,Trusts,Fax,"Monahan, Larkin and Sawayn",969,VP Product Management,Martica Clint,Product Management,5/13/1996,3394873,Single,4,36987-2619,578
6026,Trusts,Fax,Baumbach Inc,809,VP Quality Control,Armando Moss,Engineering,4/24/1993,22953516,Single,2,60432-622,457
6028,Clubs and Associations,Email,Waters-Schimmel,40,Assistant Manager,Minna East,Product Management,7/4/1978,2163498,Single,4,16252-568,513
6042,Limited Liability,Office,Funk and Sons,374,Chief Design Engineer,Leah Pymm,Services,12/7/1997,73129349,Married,1,59535-1801,563
6006,Companies,Fax,Krajcik and Sons,887,Financial Analyst,Artemas Baurerich,Accounting,2/16/1999,69972084,Married,6,36987-2756,302
6021,Partnership Firms,Mobile,Rogahn and Sons,349,Sales Representative,Alessandra Bynert,Accounting,4/15/1980,6114385,Single,3,0067-6025,898
6094,Companies,Email,Weimann-Romaguera,682,Design Engineer,Diahann Pridham,Business Development,3/26/1962,30664370,Married,2,0642-0077,847
6033,Partnership Firms,Mobile,Hettinger-Bergnaum,155,Accountant II,Devin Luscott,Marketing,6/29/1965,50755561,Single,1,69033-001,775
6092,Companies,Email,"Steuber, Kling and Reinger",920,Programmer IV,Creigh Shekle,Product Management,4/7/1996,13213837,Married,4,52125-320,71
6082,Limited Liability,Fax,Schulist-Friesen,831,Software Consultant,Franky Thomesson,Human Resources,9/5/1983,5297071,Married,4,0074-5682,315
6024,Individuals Joint,Office,Glover-Krajcik,988,Structural Engineer,Michelle Laurenceau,Legal,5/29/1986,33059760,Single,1,59351-0328,516
6096,Companies,Fax,Parker-Koepp,347,Account Executive,Cornelia Brea,Marketing,7/20/1985,4484687,Married,3,0121-4772,666
6052,Trusts,Office,Eichmann LLC,219,Research Nurse,Kerrin Verdy,Product Management,3/24/1986,16941588,Married,2,0597-0170,436
6011,Individuals Joint,Mobile,Bins Inc,111,VP Sales,Aylmar Togher,Sales,10/3/1996,53614561,Single,1,33261-038,790
6006,Companies,Email,Vandervort-Feeney,601,Recruiting Manager,Trefor Alldread,Research and Development,3/28/1995,10983831,Married,6,63941-145,3
6017,Clubs and Associations,Fax,"Ullrich, Ebert and Satterfield",320,Chief Design Engineer,Genna Conelly,Accounting,5/22/1978,4308016,Single,6,41520-977,769
6068,Partnership Firms,Office,Rogahn-Hackett,241,Food Chemist,Lari Mellenby,Human Resources,7/22/1972,23631699,Single,3,21695-373,911
6070,Trusts,Office,Bergnaum LLC,977,Systems Administrator I,Star Woolger,Legal,9/10/1972,91459981,Married,6,54569-3302,342
6015,Trusts,Email,Kuhlman LLC,687,Teacher,Tawsha Josephsen,Sales,10/19/1989,38254117,Married,3,76204-003,357
6054,Clubs and Associations,Email,"Feil, Block and Mosciski",360,Assistant Manager,Maegan Wolsey,Sales,11/20/1966,89150670,Married,1,0409-1630,668
6075,Individuals Joint,Office,Lakin Inc,942,Staff Scientist,Sammy Dooly,Engineering,8/12/1963,99304818,Married,1,16590-015,56
6050,Individuals Joint,Email,Lesch LLC,305,Structural Analysis Engineer,Homere Buessen,Services,9/17/1988,26341444,Married,2,56062-306,406
6015,Partnership Firms,Fax,Marks Group,813,VP Marketing,Dulcie Senton,Support,3/22/1974,60080413,Married,3,49348-128,252
6048,Trusts,Mobile,Wintheiser LLC,572,Database Administrator III,Lynn Brighty,Human Resources,2/12/1998,41241925,Married,4,42508-157,117
6004,Companies,Mobile,"Hagenes, Wyman and Johnston",89,Nurse,Perle Hehir,Product Management,4/4/1993,21156351,Married,6,36987-1246,307
6058,Partnership Firms,Office,Gorczany Group,904,Internal Auditor,Richie Emlyn,Marketing,,,,,,
6077,Partnership Firms,Mobile,Leuschke-Green,657,Physical Therapy Assistant,Cherice Aysh,Sales,6/5/1977,80408845,Single,6,15127-686,639
6100,Individuals Joint,Office,"Kub, Botsford and Boyer",311,Internal Auditor,Quincy Vickers,Research and Development,11/27/1995,12650982,Single,4,55154-5430,678
6042,Companies,Fax,Stroman Inc,305,Geological Engineer,Nat Pugh,Services,5/22/1966,42081987,Single,4,13537-050,249
6025,Clubs and Associations,Mobile,Hammes Group,792,Budget/Accounting Analyst IV,Jefferson Maling,Legal,12/18/1985,69813551,Married,1,68647-161,286
6100,Clubs and Associations,Office,Ruecker and Sons,412,Engineer III,Thorpe Fick,Marketing,4/8/1982,10505535,Single,2,60977-017,747
6090,Individuals Joint,Email,Rutherford-Kassulke,950,Environmental Tech,Gizela Guyton,Support,1/22/1976,14026062,Married,6,49349-851,43
6053,Companies,Office,Conn Inc,246,Nuclear Power Engineer,Umberto Bompas,Services,8/13/1972,91202048,Married,2,12546-321,299
6056,Clubs and Associations,Email,"Heathcote, Bednar and Moore",591,Administrative Officer,Linet McQuilliam,Accounting,10/3/1979,41051766,Single,3,63304-347,226
6018,Clubs and Associations,Mobile,Terry Inc,389,Software Engineer III,Fina Davidai,Product Management,2/16/1963,90939923,Married,3,59779-254,53
6018,Trusts,Office,Connelly-Rosenbaum,299,General Manager,Thekla Ratazzi,Product Management,5/21/1984,53714531,Single,3,53510-000,486
6087,Limited Liability,Fax,"Rau, Walker and Langworth",707,Professor,Danita Pingstone,Support,9/30/1968,10006160,Single,3,76519-1004,43
6093,Limited Liability,Office,Zieme and Sons,986,Database Administrator II,Chris Lorinez,Business Development,8/28/1968,20997573,Married,1,55316-090,292
6063,Limited Liability,Mobile,Renner-Beier,754,Nurse Practicioner,Fanya Teaser,Sales,8/8/1980,84539477,Married,3,67938-0831,702
6092,Clubs and Associations,Mobile,West Group,526,Quality Engineer,Lise Pietruschka,Marketing,1/26/1963,62984139,Married,2,36800-176,262
6002,Trusts,Office,Kemmer Group,31,Research Nurse,Duffie Twitching,Sales,2/28/1966,26119464,Married,4,52731-7015,775
6034,Limited Liability,Email,Bayer LLC,238,Pharmacist,Natka Olle,Legal,9/21/1975,59150429,Married,3,49288-0855,526
6055,Limited Liability,Office,Wunsch-Daniel,294,Staff Accountant III,Viki Darnborough,Marketing,10/25/1992,45201905,Married,1,52125-049,283
6069,Partnership Firms,Mobile,Schroeder-Witting,284,Quality Engineer,Aaren Barbera,Training,2/3/1983,58965989,Married,2,59779-331,850
6055,Clubs and Associations,Email,Abernathy Inc,561,Administrative Officer,Stephenie Maxworthy,Accounting,8/10/1990,32877332,Married,1,45802-356,227
6031,Partnership Firms,Office,Roberts-Bahringer,76,Nuclear Power Engineer,Billy Gallier,Sales,5/5/1985,57503677,Single,2,49349-153,950
6035,Individuals Joint,Fax,Emmerich Group,81,Community Outreach Specialist,Ken Lenoir,Sales,12/26/1979,40218100,Married,4,16571-140,717
6026,Individuals Joint,Email,"Jast, Borer and Marquardt",782,Sales Associate,Clarabelle Winchcomb,Sales,1/12/1980,40178209,Married,1,50436-9022,60
6035,Partnership Firms,Mobile,"Rowe, Zboncak and Pagac",50,Compensation Analyst,Lettie Ravelus,Legal,8/28/1980,3333294,Married,3,21695-025,491
6015,Individuals Joint,Email,Beatty-Donnelly,150,Product Engineer,Burk Goodlife,Business Development,8/8/1981,77310191,Single,4,61715-028,330
6056,Trusts,Mobile,Bayer Group,662,Administrative Officer,Maddy Negro,Human Resources,5/2/1966,64126620,Single,3,0703-9032,147
6047,Individuals Joint,Mobile,Kuhic Inc,81,Sales Associate,Shelagh Feifer,Services,8/2/1982,60027025,Married,6,54973-2033,572
6038,Clubs and Associations,Office,Christiansen-O'Kon,991,Help Desk Technician,Bealle Dillet,Marketing,4/23/1976,21034211,Married,3,0013-2576,424
6027,Companies,Email,Hirthe-Cummerata,672,General Manager,Jasmin Ritchley,Product Management,4/3/1972,20988108,Single,1,0904-5776,286
6012,Clubs and Associations,Fax,Koch-Murphy,775,Administrative Assistant IV,Cirstoforo Lanham,Product Management,9/22/1981,66088158,Married,3,0641-6040,899
6050,Clubs and Associations,Office,Wiza Inc,964,Account Coordinator,Sibeal Wimbush,Accounting,6/30/1988,20706172,Married,3,0115-2622,19
6092,Limited Liability,Mobile,Kohler-Donnelly,847,Help Desk Technician,Johnath Mapston,Support,9/8/2000,9803934,Single,3,24658-212,586
6097,Partnership Firms,Fax,Hermiston LLC,166,Recruiter,Tami Stormes,Marketing,10/7/1976,87224922,Married,6,0121-0727,341
6054,Individuals Joint,Office,Hodkiewicz Inc,659,Web Developer II,Joanie Moorerud,Legal,10/11/1971,12015390,Single,6,53329-162,790
6091,Limited Liability,Fax,Cremin Inc,175,Quality Engineer,Johna Highwood,Services,1/23/1982,49784079,Married,4,54092-476,880
6046,Limited Liability,Email,Nolan and Sons,976,Junior Executive,Sancho Foch,Engineering,9/7/1990,77521779,Single,4,68387-165,340
6052,Companies,Office,Jacobs-Bruen,70,Assistant Professor,Laverne Hould,Business Development,5/4/1984,73328169,Married,3,62742-4063,42
6091,Trusts,Email,Borer-Mosciski,849,Dental Hygienist,Blisse Pettendrich,Accounting,4/13/1984,41472615,Married,3,54868-1486,240
6007,Limited Liability,Email,Kris Inc,709,Systems Administrator I,Bevin Whitlam,Product Management,7/20/1968,17418417,Married,2,0023-4383,642
6078,Individuals Joint,Email,Williamson-Carter,833,Senior Editor,Olivia Gridley,Engineering,6/10/1966,19281913,Single,4,50383-269,600
6033,Clubs and Associations,Office,"Rice, Dicki and Mills",463,Analog Circuit Design manager,Rhiamon Simants,Legal,7/18/1962,1727535,Single,3,58232-9202,102
6049,Companies,Fax,"Ortiz, Becker and Conroy",809,Product Engineer,Kirbee Braybrooke,Training,3/7/1977,10167829,Married,3,42468-1001,948
6096,Partnership Firms,Email,Gerhold Group,212,Financial Analyst,Olivette Drillingcourt,Training,10/23/1963,83787580,Married,1,44567-700,489
